timestamp_ns,thread_index,role,event,item_id
303073548,2,C,C_REQ,-1
303075477,2,C,C_DONE,193
303079515,2,P,P_REQ,195
303080618,2,P,P_DONE,195
303083078,1,C,C_REQ,-1
303083981,1,C,C_DONE,194
303090989,3,P,P_REQ,196
303092958,3,P,P_DONE,196
304368309,2,P,P_REQ,197
304370252,2,P,P_DONE,197
304442064,1,P,P_REQ,198
304444023,1,P,P_DONE,198
309325713,0,C,C_REQ,-1
309328308,0,C,C_DONE,195
310185119,0,P,P_REQ,199
310204459,0,P,P_DONE,199
310195217,2,C,C_REQ,-1
310185123,1,C,C_REQ,-1
310218148,1,C,C_DONE,197
310218480,2,C,C_DONE,196
310221346,2,C,C_REQ,-1
310221658,2,C,C_DONE,198
310195320,3,C,C_REQ,-1
310229252,3,C,C_DONE,199
310238427,3,P,P_REQ,200
310239985,3,P,P_DONE,200
311512303,3,P,P_REQ,201
311514361,3,P,P_DONE,201
311516475,3,P,P_REQ,202
311516675,3,P,P_DONE,202
311520637,1,C,C_REQ,-1
311521725,1,C,C_DONE,200
311532295,2,P,P_REQ,203
311534567,2,P,P_DONE,203
314016641,3,C,C_REQ,-1
314018491,3,C,C_DONE,201
315734975,1,P,P_REQ,204
315737205,1,P,P_DONE,204
316554879,3,P,P_REQ,205
316556859,3,P,P_DONE,205
316574225,2,P,P_REQ,206
316576217,2,P,P_DONE,206
316867311,0,C,C_REQ,-1
316869380,0,C,C_DONE,202
317872103,3,P,P_REQ,207
317873985,3,P,P_DONE,207
317879050,1,C,C_REQ,-1
317880167,1,C,C_DONE,203
319887648,2,C,C_REQ,-1
319889489,2,C,C_DONE,204
319894837,0,P,P_REQ,208
319896077,0,P,P_DONE,208
319904036,3,P,P_REQ,209
319904982,3,P,P_DONE,209
321616951,2,P,P_REQ,210
321618882,2,P,P_DONE,210
321620854,2,P,P_REQ,211
321621031,2,P,P_DONE,211
322027844,1,P,P_REQ,212
322030006,1,P,P_DONE,212
324085835,3,C,C_REQ,-1
324087739,3,C,C_DONE,205
324087647,2,P,P_REQ,213
324093384,2,P,P_DONE,213
326936019,0,C,C_REQ,-1
326937927,0,C,C_DONE,206
326950086,2,C,C_REQ,-1
326951207,2,C,C_DONE,207
326953935,1,C,C_REQ,-1
326955146,1,C,C_DONE,208
326957860,0,P,P_REQ,214
326959024,0,P,P_DONE,214
326961249,3,P,P_REQ,215
326962217,3,P,P_DONE,215
329569569,1,P,P_REQ,216
329571612,1,P,P_DONE,216
330744210,1,C,C_REQ,-1
330746145,1,C,C_DONE,209
332881386,3,C,C_REQ,-1
332883208,3,C,C_DONE,210
332887897,3,P,P_REQ,217
